Mandy Green,Arnoldchester,66463,309,8331,4,35.0,False
Melissa Hernandez,Port Mikeside,136093,451,29166,8,50.0,False
Jacob Fitzpatrick,West Jasonbury,143940,405,24178,35,55.0,False
Jennifer Oliver,East Michelle,30851,481,28020,1,10.0,False
Tim Patton,Phambury,129458,573,11433,6,55.0,False
Andrew Ruiz,Port Samantha,135620,658,21000,14,70.0,True
Matthew Ross,Michelleview,50926,659,43040,32,50.0,False
William Herrera,North Natalieview,121506,482,39049,16,50.0,False
Kyle Reed,Samuelhaven,85392,418,26244,36,45.0,False
Andrew Graham,West Ryan,74597,638,41839,20,50.0,False
Belinda Mccullough,Elizabethmouth,66421,712,46692,18,60.0,True
Cheryl Ortega,Byrdburgh,50379,608,27612,35,50.0,False
Elizabeth Clark,Stevenmouth,58221,518,34500,30,35.0,False
Toni Fitzgerald,West Zacharymouth,130072,395,16392,19,55.0,False
Curtis Johnson,South Cheryl,74118,374,30846,26,35.0,False
Laura Higgins,Snyderbury,43396,451,43995,0,10.0,False
Shannon Mcclure,Robinsonhaven,42156,775,4291,35,70.0,True
Ryan Bryant,Contrerasside,79797,624,30004,39,60.0,True
Stephanie Simmons,Merrittfort,42676,760,17986,15,60.0,True
Destiny Strickland,Simsview,77052,750,6077,18,90.0,True
George Orozco,East Edwardfurt,141082,456,47295,13,50.0,False
Jason Daniels,Brownchester,75082,698,39278,1,50.0,False
Pamela James,West Kennethfurt,109131,729,36272,34,75.0,True
Stephanie Freeman,Ryantown,64671,698,23028,25,65.0,True
Sara Calhoun,South Brittanytown,135791,385,43123,27,50.0,False
Joel Williams,Murphymouth,35695,634,23118,24,40.0,False
Trevor Fisher,South Andrewside,125647,353,23935,14,55.0,False
Rachael Pearson,East Jamestown,90217,456,16633,8,45.0,False
Brian Gould,Lyonsstad,100284,471,40707,38,45.0,False
Michelle Strickland,West Daniel,46361,326,21444,36,25.0,False
Tina Sanders,North Brittany,79615,548,7678,19,55.0,False
Lindsay Martinez,West Amandastad,40328,370,34158,21,25.0,False
Jason Henry,Yumouth,102357,456,29540,11,50.0,False
Tracie Nelson,Marshallshire,68427,574,22122,15,40.0,False
Angelica Keith,Port Steven,138711,688,23046,1,65.0,True
Frederick Freeman MD,Matthewview,112397,310,34857,12,50.0,False
Nathan Freeman,Lake Thomas,111070,802,30371,1,75.0,True
Daniel Holt,Elizabethstad,146057,784,37272,33,85.0,True
Zachary Pierce,Jacquelineview,142945,613,17475,14,70.0,True
Corey Wilson,East Javier,77400,795,19120,37,85.0,True
Kelly Campbell,Port Jamesbury,105674,669,12759,19,70.0,True
Joseph Hill,New Kellyberg,55203,802,7723,0,70.0,True
Julie Alexander,North Johnny,122349,789,8476,4,85.0,True
Benjamin Soto,East Edwardshire,39116,611,6582,15,50.0,False
Phillip Obrien,Port Alexandra,36006,761,30014,19,60.0,True
Wanda Torres,New Susanville,116673,512,41993,13,50.0,False
Brad Allen,East Aaronmouth,59871,781,20087,2,65.0,True
Michael Warner,Jonesbury,131327,570,41963,37,50.0,False
Taylor Coleman,Lake Edward,67930,572,10321,4,35.0,False
Ricky Larson,Scottmouth,40458,611,46857,25,40.0,False
Kathryn Snyder,New Billchester,142108,630,40564,16,65.0,True
Darryl Craig,Port Emilyview,60512,341,12481,30,45.0,False
Jessica Ramirez,Waltersfort,143571,393,31802,22,55.0,False
Frank Garcia,West Robert,43238,807,19888,25,65.0,True
Krista Gibson,Johnnyville,79823,713,34724,0,50.0,False
Kimberly Gutierrez,New Michael,66434,810,41986,28,75.0,True
Christina Dunn,Samuelfort,89429,424,2891,40,55.0,False
Cynthia Moore,New Rickybury,113320,416,31241,7,45.0,False
Brittany Cantu,Williamview,139328,725,32621,30,80.0,True
Juan Reyes,Port Chad,77819,724,23274,32,70.0,True
Aaron Barber,Grimesmouth,51319,795,23618,21,70.0,True
Kimberly Gibson,Mollybury,78520,692,16306,26,75.0,True
Patrick Thornton,Hughesberg,76566,807,3426,8,90.0,True
Leslie Kane,Garciamouth,57460,315,48346,9,30.0,False
Matthew Moore,Harringtonview,117841,646,41845,25,65.0,True
Sarah Phelps,Finleyfort,64993,336,41465,4,25.0,False
Michael Mitchell,Lake Christopher,121988,400,42533,6,45.0,False
Michael Berger,West Lauraport,119593,667,25565,27,70.0,True
Joseph Knight,East Gregory,114939,691,41613,15,75.0,True
Mr. David Little MD,Port Stevenport,39358,461,5840,28,35.0,False
Victoria Evans,Vaughnmouth,109840,609,14055,24,70.0,True
Ashley James,Baileyport,113227,322,44137,25,50.0,False
Keith Jennings,New Julieport,52431,535,40784,22,35.0,False
Connor King,Lake Colton,100010,340,21246,28,55.0,False
Jacob Anderson,Markchester,125568,479,14159,8,50.0,False
Sherri Diaz,Mariaview,62087,793,20342,21,75.0,True
Julie Jones,Port Erica,51417,706,37524,23,60.0,True
James Baker,South Miguelview,90589,690,42847,23,65.0,True
David Johnson,Rosebury,79735,364,42641,29,40.0,False
Elizabeth Ortiz,North Sophia,65382,611,33284,7,45.0,False
Stephen Taylor,Watsonside,113886,729,39491,9,70.0,True
Mary Bass,Crosbyview,120198,333,46238,23,50.0,False
Jeremy Young,Corystad,103000,667,4968,25,75.0,True
Walter Rush,Davisborough,58785,321,4314,21,50.0,False
Cameron Cunningham,Port Kathyborough,119733,521,16269,21,55.0,False
Rachel Carlson,Micheleberg,72504,433,36403,16,35.0,False
Ashley Delacruz,North Michael,140474,543,39591,20,50.0,False
Derek Martinez,Foxland,130704,787,30378,23,90.0,True
Ashley Gordon,Lake Kristahaven,131711,608,31018,1,55.0,False
John Morales,South Jennifermouth,37331,375,6294,20,35.0,False
Ana Hill,Oscarhaven,60021,601,30734,32,50.0,False
Annette Miles,South Shannon,137715,533,28119,21,55.0,False
Jennifer Blair,Ronaldview,34207,683,11003,30,55.0,False
Ronald Davis,Lake Joanneberg,135518,361,39434,35,50.0,False
Meagan Jenkins,Parrishton,71347,594,40348,19,50.0,False
Kenneth Lewis,Walkerville,82581,658,37455,23,55.0,False
Donald Perez,Bruceside,65093,326,40911,17,35.0,False
Donald Farmer,Michaelburgh,38675,446,38114,25,25.0,False
Patrick Bonilla,Lake Alyssafurt,57653,729,30730,21,60.0,True
Eric Nguyen,North Ericton,149686,383,18832,28,55.0,False
Karla Ramos,Jasonhaven,104341,416,23621,27,55.0,False
Michael Watkins,Brandonfurt,144867,356,1503,13,60.0,True
Daniel Taylor,Keithville,124098,307,33596,27,50.0,False
James Padilla,Charleston,71245,746,2228,29,85.0,True
Shannon Johnston,Mckinneychester,57869,596,8548,25,60.0,True
Frederick Solis,Collierstad,115909,390,29620,6,45.0,False
Kevin Warren,Harrellmouth,95435,526,22827,10,50.0,False
Mark Schmidt,Port Michael,81856,451,16484,6,45.0,False
Craig Morrison,East Stephaniefort,145957,775,37944,37,85.0,True
Thomas Cunningham,Michellemouth,149871,454,29820,4,45.0,False
Mark Hogan,West Williamport,114259,772,30616,2,75.0,True
Ronald Jones,New Brookefurt,90142,773,39032,35,75.0,True
Nancy Williams,West Cassidy,48726,813,10886,3,65.0,True
Robert Monroe,New Debbieton,64718,553,47374,28,35.0,False
Kelly Bishop MD,Paulmouth,48301,353,42345,21,25.0,False
Brandon Gregory,Johnathanberg,62325,641,6341,37,60.0,True
Sydney Collins,Andersonland,127647,617,37629,24,65.0,True
Erin Anderson,Lake Ellenhaven,103579,670,2194,23,85.0,True
Trevor Peterson,Leeberg,100644,458,6057,18,60.0,True
Ashley Wise,Lake Matthewberg,64438,685,11109,10,70.0,True
Michael Weber,Lake Samuel,127912,720,24874,15,80.0,True
Lisa Goodwin,Youngbury,106622,616,31737,12,65.0,True
Travis Joyce,Hammondfurt,86155,814,35567,26,80.0,True
Ruth Solis,Port John,147679,792,25327,35,90.0,True
Michelle Black,West Christopherburgh,106484,579,30446,32,50.0,False
Jeffrey Potts,Port Shannon,82350,657,2747,26,70.0,True
Jonathan Young,West Jeffreymouth,77447,401,47838,21,40.0,False
Brenda Mitchell,Hortonberg,58746,780,30399,39,70.0,True
Bobby Scott,New Shelby,48131,840,28738,7,60.0,True
Cynthia Martinez,South Danielle,96784,768,5116,7,85.0,True
Kathryn Herrera,Lake Douglas,94686,739,1102,39,80.0,True
Kenneth Lopez,New Theresaland,41915,838,36656,32,65.0,True
Katie Smith,Williamsfurt,129061,682,17623,1,65.0,True
Austin Allen,Port Bonniemouth,36175,436,3905,22,35.0,False
Robin Thompson,Pollardfort,142866,486,9837,4,50.0,False
Terri Johnson,North Kylie,44371,342,21682,19,25.0,False
Virginia Daniels,Benjaminborough,50033,592,24394,3,40.0,False
Evelyn Martinez,Samuelfurt,112240,750,26339,21,90.0,True
Kathleen Jimenez,Lauriechester,50969,380,29220,38,35.0,False
Catherine Carter MD,Donnaport,133819,756,40493,27,85.0,True
Jeremy West,Christinachester,119192,581,42908,3,55.0,False
Mark Cox,North Douglas,85333,748,3280,8,85.0,True
Richard Diaz,Herrington,108172,457,45503,28,45.0,False
Jacqueline Hines,New Michael,38326,621,43569,17,40.0,False
Brian Fitzgerald,Holmesside,80432,420,18155,16,50.0,False
Cindy Carr,Gonzalezberg,80019,375,30625,11,45.0,False
Jill Miller,Elizabethland,108104,597,20657,10,70.0,True
Tammy Little,Williamville,91348,505,10101,15,50.0,False
Allison Spencer,Tannerside,99352,432,41104,5,35.0,False
James Love,Foxchester,62953,375,9213,20,45.0,False
Joanna Frazier,Davidside,102512,486,9456,27,60.0,True
Sheena Guerra,West Fred,142824,630,47486,14,65.0,True
Todd Jacobson,West Jamesside,31504,581,9203,40,45.0,False
Joseph Shaw,New Shelly,119166,457,12219,39,55.0,False
Lisa Kirby,Port Michelleland,124466,346,43038,36,50.0,False
Daniel Armstrong,South Pamelaside,45014,596,43068,19,40.0,False
Dr. Michael Evans,Lake Brianmouth,119353,725,32735,29,75.0,True
Lawrence Edwards,Jessicastad,145970,708,9569,23,85.0,True
Ashley Allen,West Shannonberg,100381,399,4316,18,60.0,True
Sharon Barnes,Port Mark,128419,620,13440,10,70.0,True
Mr. Jonathan Parker Jr.,Wagnerbury,64973,520,39230,22,35.0,False
Douglas Harper,Mitchelltown,130741,410,29241,8,50.0,False
Monica Gallagher,Brandonton,114012,499,24758,35,55.0,False
James Cole,Marciaville,74587,431,7336,25,50.0,False
William Grant,Kariborough,44621,821,27305,32,65.0,True
Andrew Reeves,Stoneberg,68469,827,10160,20,85.0,True
Emily Long,Brittneyhaven,86985,821,35887,31,80.0,True
Elizabeth Cabrera,Markville,50730,726,39253,19,60.0,True
Molly Watts,New Thomasshire,89470,533,48277,3,30.0,False
Carolyn Fuller,Hernandezbury,30425,332,38523,7,20.0,False
Jeremy Barnes,Vaughnchester,124646,813,41073,30,90.0,True
Nancy Brown,New Jared,144799,632,44399,30,65.0,True
Emily Thompson,Amyview,124329,795,13600,15,90.0,True
Edwin David,Kellieborough,64522,800,21777,30,80.0,True
Timothy Pope,Keithshire,95612,688,26856,22,70.0,True
Regina Roberts,Stephanieland,129871,654,29991,16,70.0,True
Cindy Clayton,Sarahview,53416,440,8158,39,45.0,False
Cynthia Williams,Lake Jesse,96542,402,28086,21,45.0,False
Ashlee Townsend,New Tiffanyburgh,149619,716,43787,30,75.0,True
Curtis Maynard,Justinton,43947,391,43749,36,25.0,False
Parker Jefferson,East Robertburgh,144100,337,27017,31,55.0,False
Paul Brennan,Nancytown,111959,605,38221,38,65.0,True
William Mitchell,Smallberg,69117,816,31672,17,75.0,True
Brian Martin,Wongburgh,140319,314,49274,21,50.0,False
Laura Todd,New Melissa,113748,715,29029,32,75.0,True
James Davis,South Marcus,96540,554,1447,16,55.0,False
Jeremy Adams,Kevinshire,109818,311,18141,23,55.0,False
Amy Wilson,Erikhaven,56071,618,46238,7,45.0,False
Teresa Richardson,East Susan,50032,789,11039,29,80.0,True
Lisa Perry,Toddborough,79009,553,45586,38,40.0,False
Angela Griffin,Christianshire,129943,414,5047,35,60.0,True
Christina Herrera,West Melissa,51174,752,8617,13,80.0,True
Katherine Nolan,Stokesmouth,100697,435,34636,26,50.0,False
Anthony Ford,Jenniferfurt,132056,560,1197,13,60.0,True
Amber Cooper,New Virginialand,99514,783,3079,18,90.0,True
Randy Cannon,Brooksfurt,30074,759,25739,24,60.0,True
Victor Baxter,Lake Michelle,108504,421,12696,34,55.0,False
Cameron Irwin,Port Andrewport,72487,774,45138,34,70.0,True
James Hall,Reedview,94042,493,48515,7,35.0,False
Matthew Mendez,East Jamieville,32552,334,30257,38,25.0,False
Shelby Sanchez,South Scottside,44662,522,4699,8,30.0,False
Donna Cabrera,Barbaramouth,77576,542,20776,9,40.0,False
Ms. Jennifer Hill,Lake Erika,145175,807,4072,22,100.0,True
Megan Floyd,Heatherchester,139008,452,20653,24,55.0,False
Joshua Allen,West Meredith,135745,447,31344,3,45.0,False
Tracy Grant,South John,70306,508,22644,5,35.0,False
Sarah Davis,North Joseph,61385,340,5769,12,50.0,False
Laurie Powers,South Jason,37592,640,20869,0,25.0,False
Colton Figueroa,Rochaborough,61571,706,16684,35,65.0,True
Douglas Owens,Kylestad,145082,825,33589,29,95.0,True
William Harrison,Robinstad,104364,620,28127,2,55.0,False
Connie Thomas,Angelashire,40322,727,20345,9,45.0,False
David Hudson,South Andrea,41226,645,17864,31,40.0,False
Maria Henry,Lake Laura,125932,473,10172,34,60.0,True
Thomas Weaver DDS,New Arthurland,93699,349,1418,26,55.0,False
Mark Jones,North Jeffery,136957,766,25458,3,80.0,True
Mary Jensen,Hopkinstown,39071,306,35879,35,25.0,False
Alan Bowen,Andrechester,129693,483,8013,6,55.0,False
Daisy Harvey,Lisaview,99822,706,6178,23,80.0,True
Judy Sanchez,West Gabriella,130379,382,43843,2,40.0,False
James Tran,Lake Albertburgh,46483,384,33758,27,25.0,False
Erin Madden,New Samanthabury,46828,516,46369,36,25.0,False
Anthony Jones,Rachelshire,116474,333,12754,20,55.0,False
Daniel Thomas,Hickmanport,92296,466,37959,15,40.0,False
Sarah Rhodes,Patrickberg,102063,380,33819,22,50.0,False
Jeffrey Roberson,Cassiefurt,51643,634,2941,40,65.0,True
Willie Henry,Angelafurt,64741,742,13172,37,80.0,True
Angelica Montgomery,Lake Charles,99163,574,11107,24,50.0,False
Madison Singh,Michaelland,144351,305,21202,28,55.0,False
Derrick Anderson,South Shane,109507,824,27741,6,85.0,True
Hector Davis,Michelletown,85461,598,28119,24,60.0,True
Misty Hansen,New Adriana,57760,689,12108,8,65.0,True
Derrick Thomas,South Joshua,100686,606,32734,4,55.0,False
Tony Le,Wheelerborough,128994,768,8010,8,90.0,True
Travis Cook,Brockmouth,125673,750,22937,27,90.0,True
Shannon Mccann,West Malik,120422,505,32392,20,50.0,False
James Flores,Faulknerbury,56365,633,25645,17,50.0,False
Jenna Wilson,New Wendy,123447,484,45676,35,50.0,False
Nicholas Hahn,South Lauren,70857,370,27813,31,40.0,False
Eric King,Lake Rodney,82296,686,5847,28,80.0,True
Karen Morales DDS,Stephensstad,118039,849,39916,40,90.0,True
Ashley Wright,Gabrielton,115180,709,22731,27,80.0,True
Brett Walker,South Neil,78944,774,45535,37,75.0,True
Brittany Cuevas,Garciachester,87422,387,8606,9,50.0,False
Grant Mueller,Baileyville,147914,748,48316,28,85.0,True
Eric Patrick,North Melindaville,97839,468,49528,15,40.0,False
Kristen Rivera,Mullenbury,89177,714,42271,11,65.0,True
Matthew Foster,South Brittany,45860,698,1291,13,65.0,True
Paul Stokes,New Cristianside,62493,491,24972,20,40.0,False
Brian Lambert,Rosemouth,59451,697,41062,25,60.0,True
Hannah Bruce,Port Emily,38392,604,41270,37,40.0,False
Cesar Wilson,Darylstad,74313,444,34477,24,35.0,False
Chad Reyes,South Cynthia,32757,477,37366,10,25.0,False
Charles Edwards MD,Port Michaeltown,107110,796,9947,12,95.0,True
Tracey Wagner,Ortizfort,102603,725,47539,28,70.0,True
Bradley Johnson DDS,Antoniobury,60161,850,19918,10,80.0,True
Krystal Barton,Dunnville,107128,416,18556,34,55.0,False
Holly Carson,Port Jenniferside,58864,523,28862,6,30.0,False
Martha Wright,South Joseland,30942,749,8693,15,65.0,True
Oscar Norris,Martinberg,39305,511,14562,3,20.0,False
Kim Carlson,West Tiffany,122778,599,19961,36,70.0,True
Scott Duke,East Sydneychester,112719,360,19174,8,50.0,False
Brandi Thomas,Mariafurt,37716,801,10317,36,70.0,True
Lori Brooks,Lake Lauraland,60007,712,34791,17,60.0,True
Sherry Gibson,Murphytown,38834,395,48902,29,25.0,False
Melissa Horn,Robinsonchester,148675,516,33421,17,55.0,False
Drew Kelley,New Melissa,34117,651,45731,3,30.0,False
Mark Copeland,North Sarahburgh,142674,751,30918,0,75.0,True
Jessica Forbes DVM,Erikview,73309,395,43899,23,35.0,False
Jacob Mckee,North Randy,39287,612,48578,14,40.0,False
Brandon Davis,South Christian,97391,531,35042,28,45.0,False
Michael Montoya,Bensonfort,61195,372,16004,24,40.0,False
Robert Garcia,Nicoleberg,66500,691,9725,9,65.0,True
Justin Bishop,South Michael,117684,518,42161,9,45.0,False
Lisa Ramos,North Peggy,93624,443,9071,37,55.0,False
Heather Jordan,East Joshua,58080,386,17263,35,40.0,False
Michelle Mitchell,Port Melanieport,100678,510,34931,38,50.0,False
Nicole Phillips,Port Rachaelbury,47342,806,26289,7,60.0,True
Alexandria Ward,Davidshire,124811,730,24947,34,80.0,True
Pamela Best,North Brendatown,145655,568,15138,2,45.0,False
Tiffany Sanders,Courtneyhaven,104847,725,28759,25,75.0,True
Joshua Jensen,Christopherland,105525,823,14316,9,90.0,True
Jeanette Walters,West Hollybury,91953,359,17022,5,45.0,False
Audrey Salazar,West Elizabethburgh,61850,422,1830,8,45.0,False
Carla Benton,Garyberg,132841,575,49033,7,45.0,False
Alyssa Roman,Alexandriaview,91993,378,33515,29,45.0,False
Amy Villarreal,West Eric,135840,405,38611,7,45.0,False
Jordan Williams,East Brandonstad,83354,692,10835,11,75.0,True
Shannon Tran,Walkerbury,54957,726,48204,20,60.0,True
Blake Watson,East Jeffreyhaven,42363,347,27275,4,15.0,False
Sharon Ayala,Markside,42704,767,1522,23,75.0,True
Justin Torres,South Micheal,116374,805,13807,34,95.0,True
Danielle Smith,Johnsonside,86498,654,42677,0,40.0,False
April Sandoval,Daltonhaven,76438,543,28513,31,45.0,False
Valerie Thomas,Christopherbury,85519,832,28070,23,85.0,True
Paul Carpenter,Lake Lori,83883,376,39790,36,40.0,False
Matthew Anderson,Josemouth,91213,702,46922,20,65.0,True
Dillon Jones,East Kimberly,143224,411,11184,6,55.0,False
John Russell,Tamiborough,125561,762,21205,29,90.0,True
Bryan Moore,Margaretton,37100,520,22482,9,20.0,False
David Kelly,Lake Kentburgh,118259,331,27502,28,55.0,False
Krista Davis,Port Lauraville,115649,312,5041,14,60.0,True
Rodney Watson,New Brendaland,114696,322,5225,12,60.0,True
Jill Anderson,Davidmouth,42899,351,12009,36,30.0,False
Nathaniel Crawford,Vegaburgh,37944,662,15071,11,45.0,False
Jeremy Hernandez,Lake Kenneth,82772,721,37089,30,65.0,True
Douglas Taylor,Lake Nicole,125448,838,17328,40,95.0,True
Kimberly Smith MD,Timothyfort,74473,652,38070,32,50.0,False
Devin Johnson,North Paula,134935,587,4839,30,75.0,True
Pamela Key,North John,142941,546,18467,34,55.0,False
Sylvia Brown,New Meghan,44322,697,24252,11,50.0,False
Kevin Drake,Robintown,62591,660,38201,36,50.0,False
Travis Copeland,Weaverburgh,55112,802,3487,5,85.0,True
Kyle Smith,Smithborough,54931,433,23331,11,35.0,False
Sarah Morris,East Brendaberg,100292,413,35491,23,50.0,False
Jacqueline Mcmahon,Willismouth,88800,609,22142,8,60.0,True
Morgan Kim,Banksburgh,48373,665,15630,37,45.0,False
Jamie Gross,Davidtown,85296,700,38190,2,55.0,False
Evan Lamb,Lake Ariana,54050,808,10217,21,85.0,True
Cynthia Haas,Lake Nicole,66509,390,47462,40,35.0,False
Gabriela Smith,East Heather,90637,658,17820,6,60.0,True
Amber Kim,Costachester,62742,804,25819,22,75.0,True
Ashley Mendoza,East Shannon,144620,334,20327,1,40.0,False
Trevor Jones,South Eugene,39880,376,36851,5,20.0,False
William Barry,South Sherriburgh,88082,744,11295,3,75.0,True
Daniel Lee,Donnaport,135909,543,7285,3,50.0,False
Joshua Henry,West Adamland,142898,601,44386,40,65.0,True
Christina Johnson,Lake Kelly,142193,383,32035,7,50.0,False
James Burns,Christopherside,102132,696,13116,23,80.0,True
Jaclyn Griffin,Scottview,42833,531,18600,36,25.0,False
Paul Contreras,Lake Mauriceside,36630,723,39648,14,50.0,False
Sara Cardenas,Sheppardfort,115477,541,32212,19,50.0,False
Steven Klein,North Stacy,100855,759,12329,10,90.0,True
Rhonda Martinez,Millerchester,139579,506,42105,9,45.0,False
Deanna Bartlett,North Paulfurt,31934,633,19101,33,40.0,False
Shane Buchanan,Rodriguezberg,42224,451,38132,37,25.0,False
Traci Garcia,New Kimberlyport,128771,848,23535,26,95.0,True
Matthew Armstrong,Johnsonview,141240,712,10427,39,85.0,True
Melissa Williams,Hannahton,60982,786,18601,23,75.0,True
Robert Turner,Meganville,51798,533,9807,19,45.0,False
Jessica Petersen,Jessicaland,83269,492,29948,13,45.0,False
Jennifer Washington,Lorihaven,93653,462,5300,19,55.0,False
Jennifer Deleon,East Jamesborough,93092,359,17350,2,40.0,False
Thomas Bush,Michealmouth,58016,817,27014,40,75.0,True
Melanie Allen,Wheelerburgh,143331,785,39461,35,85.0,True
Christopher Kline,West Anthonyton,82565,466,38503,13,40.0,False
Maria Byrd,Denisehaven,148284,320,45708,0,35.0,False
Carlos Thompson,East Johnnyport,37685,581,28774,24,40.0,False
Judy Robinson,Ericafurt,51579,404,1481,32,50.0,False
Dr. Sara Hoffman DDS,Kennethville,79672,793,5183,21,90.0,True
Margaret Hensley MD,Jacobhaven,30282,546,4720,38,35.0,False
Francisco Taylor,Lake Tylerport,81173,565,28431,25,45.0,False
Andrew Erickson,West Jessica,64760,527,45978,34,35.0,False
Karen Shepard,Williamburgh,132769,485,20253,6,50.0,False
Patrick Hardy,Lake Rachel,132908,391,15565,22,55.0,False
Seth Fisher,Nathanshire,89638,601,31393,7,55.0,False
Sean Silva,South Pamelahaven,67388,422,45610,24,35.0,False
Jennifer Pitts,East Victoria,85444,650,27816,36,60.0,True
Victoria Thomas,Port Christopher,121303,640,42355,11,65.0,True
Anthony Hayes,Port Kim,125748,462,33084,5,45.0,False
Jeffrey Jordan,Sanfordfurt,132676,304,3472,34,60.0,True
Jake Smith,Katherinehaven,102845,495,2174,0,45.0,False
Danielle Steele,Larryville,116752,692,33986,37,75.0,True
Austin Williams,Stephenhaven,124163,836,23140,27,95.0,True
Whitney Cooper,Howardborough,93788,468,27436,1,30.0,False
Nicholas Anderson,New Williamville,50289,675,47603,2,50.0,False
Martin Wise,New Virginiaville,54890,320,4161,7,45.0,False
James Kelley,Milesborough,68890,309,20733,26,40.0,False
Mary Nelson,South Maria,58534,407,34527,39,35.0,False
Brian Rodriguez,New James,37665,569,35284,12,25.0,False
Jason Martin,Lozanofort,105914,638,16368,0,55.0,False
Brandon Rodriguez,Hernandezland,126434,823,5918,6,95.0,True
Maria Bryant,Josephton,101066,402,12449,2,45.0,False
Heather Rhodes,Rodgersville,37989,346,1633,8,35.0,False
Carolyn Howard,Friedmanview,128038,395,25420,21,55.0,False
James Rivers,Maryfort,71104,731,43522,10,60.0,True
Michael Brown,North Robert,37492,794,38286,28,60.0,True
James Howard,Port Gabrielleberg,36572,794,32989,7,55.0,False
Jessica Brown,Alexanderhaven,106569,529,44898,21,45.0,False
Melissa Montgomery,Stanleybury,92493,793,23659,24,80.0,True
Ronald Mcclain,North Dawnburgh,95909,817,31755,31,85.0,True
Angela Vasquez,West Tara,141767,351,34222,14,55.0,False
Jamie Montoya,South Seanshire,99615,758,6768,31,90.0,True
Bryan Jimenez,North Richardton,50635,300,6956,38,45.0,False
Marcia Wu,Lake Emily,37455,649,24812,3,30.0,False
Sarah Rivera,Moranstad,96562,763,8472,6,85.0,True
Courtney Peterson,Amystad,40500,408,4000,10,40.0,False
Rodney Newton MD,Cherylborough,141587,423,26748,13,55.0,False
Richard Love,Port Robertshire,54356,426,30524,29,35.0,False
Tina Taylor,Smithton,38981,743,39346,30,60.0,True
Priscilla Kent,Lake Lisa,107992,406,26389,38,55.0,False
Erica Keith,Pettybury,38907,580,27074,21,40.0,False
Jodi Anderson,Morrisonhaven,118501,606,46973,35,65.0,True
Michelle Walls,East Jason,142960,597,45997,22,65.0,True
Brandi Page,New Amy,60828,630,47553,7,45.0,False
Kristina Aguilar,Craigside,82923,592,28681,0,45.0,False
Allison Thomas,East Josephburgh,45713,593,45786,16,40.0,False
Antonio Mueller,Port Amber,146691,667,30661,6,65.0,True
Megan Hoffman,Lake Deborah,104668,698,16571,32,80.0,True
Rebecca Roberts,South Paulmouth,62271,355,1849,16,50.0,False
Sean Dalton,Greerstad,105880,501,48507,12,45.0,False
Christopher Fleming,East Jill,107924,422,25720,2,45.0,False
Justin Anderson,Adammouth,35209,458,3617,9,30.0,False
Linda Ayala,Tracyshire,111183,666,5776,20,75.0,True
Tina Meyer,South Amy,40745,713,7025,22,60.0,True
Daniel Rivera,Kellyhaven,84948,786,37787,0,60.0,True
Gregory Allen,North Felicia,116163,628,25993,7,65.0,True
Joshua Campbell,Williehaven,106503,756,32903,2,75.0,True
Matthew Flores,North Garyside,104085,846,1480,40,100.0,True
Michael Ayala,Houstonborough,98522,850,47054,27,80.0,True
Teresa Burgess,North Stephen,71467,639,3482,5,60.0,True
